document_index	document	synthetic_query	__index_level_0__	Context_Relevance_Label	generated_answer	Answer_Faithfulness_Label	Answer_Relevance_Label
22253	"Philip Glass (born January 31, 1937) is an American composer. He is widely regarded as one of the most influential musicians of the late 20th century. Glass's work has been described as ""minimal music"", having similar qualities to other ""minimalist"" composers such as La Monte Young, Steve Reich, and Terry Riley. Glass describes himself as a composer of ""music with repetitive structures"", which he has helped evolve stylistically."	Moscovium is a chemical element.		No			
8196	The 2016 Tour de France was the 103rd edition of the Tour de France, one of cycling's Grand Tours. The -long race consisted of 21 stages, starting on 2 July in Mont Saint-Michel, Normandy, and concluding on 24 July with the Champs-Élysées stage in Paris. A total of 198 riders from 22 teams entered the race. The overall general classification was won by Chris Froome of , with the second and third places were taken by Romain Bardet () and Nairo Quintana (), respectively.	The 2016 Tour de France took place.	21202.0	Yes	SUPPORTS	Yes	Yes
7614	"In July 2011, Murdoch faced allegations that his companies, including the ""News of the World"", owned by News Corporation, had been regularly hacking the phones of celebrities, royalty, and public citizens. Murdoch faced police and government investigations into bribery and corruption by the British government and FBI investigations in the U.S. On 21 July 2012, Murdoch resigned as a director of News International. On 1 July 2015, Murdoch left his post as CEO of 21st Century Fox. However, Murdoch and his family would continue to own both 21st Century Fox (until 2019) and News Corp through the Murdoch Family Trust."	George and Dora lived in Cross Creek.		No			
4955	"Released on June 16, 1978, ""Grease"" was successful both critically and commercially becoming the highest-grossing musical film ever at the time. Its ended 1978 as the second-best selling album of the year in the United States, behind the of the 1977 blockbuster ""Saturday Night Fever"" (which also starred Travolta) and earned the film its lone Oscar nomination for ""Hopelessly Devoted to You"" (which lost the Academy Award for Best Original Song to Donna Summer's ""Last Dance"" from ""Thank God It's Friday"" at the 51st Academy Awards)."	"""Grease"" was nominated for an Academy Award."	13318.0	Yes	REFUTES	No	No
9746	The Adventures of Pluto Nash is a 2002 American science fiction action comedy film directed by Ron Underwood and starring Eddie Murphy (in a dual role), Randy Quaid, Rosario Dawson, Joe Pantoliano, Jay Mohr, Luis Guzmán, James Rebhorn, Peter Boyle, Pam Grier and John Cleese. The film was released in the United States on August 16, 2002.	The Adventures of Pluto Nash is an American film.	1026.0	Yes	REFUTES	No	No
16384	"Principal photography for ""Miracle at St. Anna"" lasted nine weeks, beginning in October 2007 and concluding in December of that year; filming took place in Italy, New York, Louisiana and The Bahamas. The film was the first by Lee to be shot in Europe, and the director insisted on shooting on locations where the story is set. Filming began in Tuscany, where the Tuscan regional government gave Lee permission to film where the actual events took place. According to producer Luigi Musini, ""Miracle at St. Anna"" was shot along the Gothic Line, which was the major line of defense in the final stages of World War II: ""The location is highly representative of what the war was in Italy, what our resistance was. True dramatic episodes took place there.” The first ten days of filming took place on the Serchio River, covering the battle sequence that opens the film. A scene that recreates the Sant'Anna di Stazzema massacre was shot where the atrocity took place; the massacre—in which over 500 villagers were murdered by German occupation forces—is re-enacted in the film. Filming then took place in Rome for one month; in New York for four days; in White Castle, Louisiana for two days; and in The Bahamas for two days."	"Maroon has an album called ""Captive in the Room of the Conspirator""."		No			
7327	"""Doc"" Kirby (so nicknamed for his trumpet playing abilities) has been the Program Director since 1974, with one break from 1985-86 when he was a band director at a local school and was replaced by then Morning Show co-host, Joey Meredith. Since 1986, Doc has developed a weekly program called ""On The Bookshelf,"" which is syndicated on the Alabama Radio Network. Doc also became a Methodist minister."	Doc Kirby is a radio personality.	6467.0	Yes	REFUTES	No	No
11457	YES students returning from their exchange year in U.S. are welcomed by the alumni communities in their country. These YES alumni communities actually help students to settle back into the culture after having had a whole year of learning, and these YES alumni communities are also responsible for helping returnees to cope with the reverse-culture shocks.	Season 3 was released on DVD.		No			
20792	"On November 13 and 15, 2007, the of ""The Menagerie"", in high definition and with Cinema Surround Sound, was released in theatres as a special two-night-only showing. It included a message from Gene ""Rod"" Roddenberry Jr., a 20-minute ""making of"" documentary about the restoration process, and a trailer for season two of the remastered series. This presentation was also shown in the United Kingdom for distribution for one night only at selected Odeon Cinemas on November 13, 2007."	The Menagerie was released in theatres.	13899.0	Yes	SUPPORTS	Yes	Yes
24166	"Jones was drafted by the Indiana Pacers in the second round of the 2003 NBA draft. He went on to play for the Pacers, Phoenix Suns, Portland Trail Blazers, Miami Heat and Cleveland Cavaliers. He won three NBA championships, two with the Heat and one with the Cavaliers. He and teammate LeBron James reached the NBA Finals for seven consecutive years from 2011 to 2017. Jones was never on an NBA team with a losing record and only missed the playoffs once—with the Trail Blazers in 2007–08. He finished third in the NBA in three-point percentage during the 2007–08 season and won the Three-Point Contest in 2011. His nickname is ""Champ""."	Saraju Mohanty received a bachelor's degree in electrical engineering.		No			
20820	Hammer Film Productions is a British film production company based in London. Founded in 1934, the company is best known for a series of gothic horror films made from the mid-1950s until the 1970s. Many of these involved classic horror characters such as Baron Frankenstein, Count Dracula, and The Mummy, which Hammer re-introduced to audiences by filming them in vivid colour for the first time. Hammer also produced science fiction, thrillers, film noir and comedies, as well as, in later years, television series. During their most successful years, Hammer dominated the horror film market, enjoying worldwide distribution and considerable financial success. This success was, in part, due to their partnerships with American studios Warner Bros., Universal Pictures, Columbia Pictures, 20th Century Fox, Metro-Goldwyn-Mayer, American International Pictures and Seven Arts Productions.	Lalla Ward ended her acting career after marrying Richard Dawkins.		No			
5600	On July 1, 1986, Borden announced the sale of Drake Bakeries to Ralston Purina Co. to be part of their Continental Baking Co. subsidiary. Ralston Purina paid $115 million for Drake. Tasty Baking Co. filed a federal antitrust suit against Ralston in August 1986 and was successful with efforts to block Ralston's Continental Baking subsidiary from holding the Drake's brand along with its existing Hostess brand.	Ralston Purina paid $115 million for Drake Bakeries.	12610.0	Yes	SUPPORTS	Yes	Yes
946	"He has been part of an ensemble cast of two long-running sitcoms: ""Just Shoot Me!"" (1997–2003) and ""Rules of Engagement"" (2007–2013). Additionally, he starred as C. J. Barnes in the sitcom ""8 Simple Rules"" (2004–2005). For his role in ""Just Shoot Me!"", he was nominated for a Primetime Emmy Award and two Golden Globes. In animation, he voiced Kuzco in the 2000 film ""The Emperor's New Groove"" (2000) and its direct-to-video sequel, ""Kronk's New Groove"" (2005), the red panda Aliur in ""Snowflake, the White Gorilla"" (2013) and Griffin the Invisible Man in the ""Hotel Transylvania"" film series (2012-2018)."	David Spade voiced characters in animated films.	6559.0	Yes	REFUTES	No	No
2014	There were 156 households, out of which 41.7% had children under the age of 18 living with them, 79.5% were headed by married couples living together, 0.6% had a female householder with no husband present, and 16.7% were non-families. 16.0% of all households were made up of individuals, and 9.0% were someone living alone who was 65 years of age or older. The average household size was 2.99, and the average family size was 3.38.	The average household size was 2.99.	14569.0	Yes	REFUTES	No	No
16477	In 1929, Ormsbee was discharged from the Navy and worked in various private roles, including flying airmail in Central America. He was known for flying what was at the time the world's longest airmail route- Miami, Florida to Santiago, Chile. He joined the Bureau of Air Commerce in 1935 and served as Assistant Manager of the First Air Navigation Division, as well as a Patrol Pilot and Inspector. He served the Bureau of Air Commerce until his death in 1936.	Ormsbee worked for the Bureau of Air Commerce.	10898.0	Yes	REFUTES	No	No
7231	Heavy metal (or simply metal) is a genre of rock music that developed in the late 1960s and early 1970s, largely in the United Kingdom. With roots in blues rock, psychedelic rock, and acid rock, the bands that created heavy metal developed a thick, massive sound, characterized by highly amplified distortion, extended guitar solos, emphatic beats, and overall loudness. The genre's lyrics and performance styles are sometimes associated with aggression and machismo.	Sarah played the game to win.		No			
3706	"The show opened on Broadway in March 2011, after nearly seven years of development. The Church of Jesus Christ of Latter-day Saints responded indifferently; however, they did purchase advertising space in its playbill in later runs. ""The Book of Mormon"" garnered overwhelmingly positive critical responses, and set records in ticket sales for the Eugene O'Neill Theatre. The show was awarded nine Tony Awards, one of which was for Best Musical, and a Grammy Award for Best Musical Theater Album. The original Broadway cast recording became the highest-charting Broadway cast album in over four decades, reaching number three on the ""Billboard"" charts. In 2013, the musical premiered in the West End, followed by two US national tours. A production in Melbourne and the first non-English version, in Stockholm, both opened in January 2017. Productions in Oslo and Copenhagen followed."	The Book of Mormon was awarded a Grammy Award.	1263.0	Yes	REFUTES	No	No
8119	The Catcher in the Rye is a story by J.D. Salinger, partially published in serial form in 1945–1946 and as a novel in 1951. It was originally intended for adults but is read by adolescents for its themes of angst and alienation, and as a critique on superficiality in society. It has been translated into almost all of the world's major languages. Around one million copies are sold each year, with total sales of more than 65 million books. The novel's protagonist Holden Caulfield has become an icon for teenage rebellion. The novel also deals with complex issues of innocence, identity, belonging, loss, and connection.	The Catcher in the Rye has been translated into multiple languages.	10598.0	Yes	SUPPORTS	Yes	Yes
2641	"BULLET::::- Tjon Sie Fat, Paul B. ""Old and New Chinese Organizations in Suriname"" (Part IV: Chinese Migration in Other Countries: Chapter 12). In: Zhang, Jijiao and Howard Duncan. ""Migration in China and Asia: Experience and Policy"" (Volume 10 of International Perspectives on Migration). Springer Science & Business Media, April 8, 2014. , 9789401787598. Start p. 189."	Paramore has a recording contract with Warner Music Group.		No			
1078	"Seo Ju-hyun (born June 28, 1991), known professionally as Seohyun, is a South Korean singer and actress. She debuted as a member of girl group Girls' Generation (and later its subgroup Girls' Generation-TTS) in August 2007, which went on to become one of the best-selling artists in South Korea and one of South Korea's most popular girl groups worldwide. Apart from her group's activities, she has established herself as an actress, notably through her participation in the original and Korean versions of stage musicals including ""Moon Embracing the Sun"", ""Gone with the Wind"" and ""Mamma Mia"". She also played a supporting role in the television drama """" (2016)."	Seohyun is an actress.	20882.0	Yes	SUPPORTS	Yes	Yes
8844	Ripon College is a private liberal arts college in Ripon, Wisconsin. As of fall 2018, Ripon College's student body stood at around 800, the majority of whom live on campus. Students come from 14 nations and 33 states, and 53% are female while 47% are male. Nearly 70% of students are Wisconsin residents.	Ripon College has students.	20376.0	Yes	REFUTES	No	No
23106	"Natasha Bianca Lyonne Braunstein (; born April 4, 1979), known professionally as Natasha Lyonne, is an American actress, writer, producer and director. She is best known for her portrayal of Nicky Nichols in the Netflix series ""Orange Is the New Black"" (2013–2019), for which she received an Emmy Award nomination in 2014, and for her role as Jessica in the ""American Pie"" film series (1999–2012). She is also a co-creator, executive producer and writer for the 2019 Netflix series ""Russian Doll"", where she plays the lead role of Nadia Vulvokov. She is also known for her husky voice and thick New York accent."	Natasha Lyonne received an Emmy Award nomination.	9967.0	Yes	SUPPORTS	Yes	Yes
6137	"Tylenol is a brand of drugs advertised for reducing pain, reducing fever, and relieving the symptoms of allergies, cold, cough headache, and influenza. The active ingredient of its original flagship product is paracetamol (known in the United States as ""acetaminophen""), an analgesic and antipyretic. Like the words ""paracetamol"" and ""acetaminophen"", the brand name ""Tylenol"" is derived from a chemical name for the compound, ""N""-aceTYL-""para""-aminophENOL (APAP). The brand name is owned by McNeil Consumer Healthcare, a subsidiary of Johnson & Johnson."	Pharmacology deals with the research of chemicals which show biological effects.		No			
19140	Wilk started his career as a drummer for Greta in 1990, and helped co-found Rage with Tom Morello and Zack de la Rocha in August 1991. Following that band's breakup in October 2000 Wilk, Morello, Rage Against the Machine bassist Tim Commerford, and Soundgarden front man Chris Cornell formed the supergroup Audioslave, which broke up in 2007. As of 2016, he is playing in the band Prophets of Rage, with Commerford, Morello, Chuck D, B-Real and DJ Lord.	Brad Wilk was a member of Rage Against the Machine.	4416.0	Yes	SUPPORTS	Yes	Yes
9002	"""The effect of the announcement was little short of spectacular"". The hospital could not deal with the number of donors, and closed its switchboard in the face of the avalanche of telephone calls generated by the news. Journalists were asked by their editors to prepare obituaries. Teammate Bill O'Reilly took a call from King George V's secretary asking that the King be kept informed of the situation. Jessie Bradman started the month-long journey to London as soon as she received the news. En route, she heard a rumour that her husband had died. A telephone call clarified the situation and by the time she reached London, Bradman had begun a slow recovery. He followed medical advice to convalesce, taking several months to return to Australia and missing the 1934–35 Australian season."	Despicable Me 2 is a sequel to Despicable Me.		No			
18090	"Michaela Suzanne Watkins (born December 14, 1971) is an American actress and comedian. She is best known for starring on the Hulu series ""Casual"" and on the short-lived ABC sitcom ""Trophy Wife"", as well as a cast member on ""Saturday Night Live"" from 2008 to 2009. She has also recurred on television series such as ""The New Adventures of Old Christine"", ""Enlightened"" and ""Transparent"", and has had appearances in the films ""The Back-up Plan"" (2010), ""Wanderlust"" (2012) and ""Enough Said"" (2013)."	Michaela Watkins is a television actress.	1079.0	Yes	REFUTES	No	No
17138	"A film adaptation of ""Christ the Lord"" was reported to be in the early stages of development in February 2012. It was reported that Chris Columbus had signed on to produce, and that Cyrus Nowrasteh had already completed the script. On November 8, 2014, during an interview with her long-time editor, Victoria Wilson, at the Chicago Humanities Festival, Rice revealed that filming had finished on the movie and was going into post-production. The film, titled ""The Young Messiah"", was released in 2016."	Guillermo Novo was a member of CORU.		No			
1105	Dorothy Ann Willis Richards (September 1, 1933 – September 13, 2006) was an American politician and 45th Governor of Texas (1991–95). A Democrat, she first came to national attention as the Texas State Treasurer, when she delivered the keynote address at the 1988 Democratic National Convention. Richards was the second female governor of Texas and was frequently noted in the media for her outspoken feminism and her one-liners.	Is Highway to Heaven a television series?		No			
11779	"McGraw has ventured into acting, with supporting roles in ""The Blind Side"" (with Sandra Bullock), ""Friday Night Lights"", ""The Kingdom"", ""Tomorrowland"", and ""Four Christmases"" (with Vince Vaughn and Reese Witherspoon), and ""The Shack"", and lead roles in ""Flicka"" (2006) and ""Country Strong"" (2010). He was a minority owner of the Arena Football League's Nashville Kats."	The Packers scored a touchdown in the first quarter of the Super Bowl.		No			
6978	Though life is confirmed only on Earth, many think that extraterrestrial life is not only plausible, but probable or inevitable. Other planets and moons in the Solar System and other planetary systems are being examined for evidence of having once supported simple life, and projects such as SETI are trying to detect radio transmissions from possible alien civilizations. Other locations within the Solar System that may host microbial life include the subsurface of Mars, the upper atmosphere of Venus, and subsurface oceans on some of the moons of the giant planets.	Britt Robertson starred in a Netflix series.		No			
2374	"Sir Donald George Bradman, AC (27 August 1908 – 25 February 2001), often referred to as ""The Don"", was an Australian international cricketer, widely acknowledged as the greatest batsman of all time. Bradman's career Test batting average of 99.94 has been cited as the greatest achievement by any sportsman in any major sport."	Donald Bradman was a sportsman.	14759.0	Yes	REFUTES	No	No
5234	"Alan Charles Jardine (born September 3, 1942) is an American musician, singer, and songwriter who co-founded the Beach Boys. He is best known as the band's rhythm guitarist and for occasionally singing lead vocals on songs such as ""Help Me, Rhonda"" (1965), ""Then I Kissed Her"" (1965), and ""Come Go with Me"" (1978). His song ""Lady Lynda"" became a UK top 10 hit for the group in 1978."	A fifth series of Poldark was made.		No			
9950	The film was released in Denmark on 26 May 2011 through Nordisk Film. Launched on 57 screens, the film entered the box-office chart as number three. A total of 50,000 tickets were eventually sold in Denmark. It was released in the United Kingdom and Ireland on 30 September, in Germany on 6 October and in Italy on 21 October. Magnolia Pictures acquired the distribution rights for North America and it was released on 11 November, with a pre-theatrical release on 13 October as a rental through such Direct TV vendors as Vudu and Amazon.com. Madman Entertainment bought the rights for Australia and New Zealand.	The film was released in Denmark in 2011.	17123.0	Yes	SUPPORTS	Yes	Yes
7735	"Asylum's early releases were distributed by Atlantic Records. The same year, Asylum signed Linda Ronstadt, John David Souther, Judee Sill, Joni Mitchell and Glenn Frey (whom Geffen encouraged to form the Eagles, with Don Henley, Bernie Leadon, and Randy Meisner). In 1972, then folk-based singer/songwriter Tom Waits signed with the label, releasing his debut, ""Closing Time"", in 1973. His seventh and final album for the label, ""Heartattack and Vine"", was released in 1980. Former Creedence Clearwater Revival frontman John Fogerty signed with the label in 1974. The biggest coup for Asylum was signing Bob Dylan, who had been with Columbia Records since the early 1960s but who, after a falling-out with the company, was shopping around for a new label. Dylan recorded two albums, ""Planet Waves"" and the live ""Before the Flood"", for Asylum before returning to Columbia. Columbia reissued Dylan's two Asylum albums in 1981."	Draft animals are animals.		No			
5106	Before 1914, a cycling track ran around the perimeter of the pitch where regular cycling meetings were hosted as well as athletic events. Aside from football-related uses, the stadium has seen various concerts staged along with other sporting events including boxing matches and international rugby league and rugby union matches. In 1999, the last ever final of the UEFA Cup Winners' Cup took place at Villa Park. Villa Park also hosted the 2012 FA Community Shield, as Wembley Stadium was in use for the final of the Olympic football tournament.	Villa Park has hosted a UEFA Cup Winners' Cup final.	1190.0	Yes	SUPPORTS	Yes	Yes
10237	"Timothy Simon Roth (born 14 May 1961) is an English actor and director. He made his debut in the television film ""Made in Britain"" (1982). He gained critical acclaim for his role as Myron in ""The Hit"" (1984), for which he was nominated for the BAFTA Award for Most Promising Newcomer. Among a group of prominent British actors of the era, the ""Brit Pack"", Roth gained more attention for his performances in ""The Cook, the Thief, His Wife & Her Lover"" (1989), ""Vincent & Theo"" (1990) and ""Rosencrantz & Guildenstern Are Dead"" (1990)."	There were households with children under the age of 18.		No			
2604	On 22 July 2011, a bomb went off in Oslo outside the government building which houses the prime minister's office, killing eight people while wounding others. About an hour later, a shooting spree, which killed 69 people, was reported at Utøya, an island forty-five minutes away where the ruling Labour Party was holding its annual youth camp. The PM was due for a visit at the youth camp the next day, and was in his residence preparing his speech at the time of the Oslo explosion.	A bomb went off in Oslo on 22 July 2011.	1296.0	Yes	REFUTES	No	No
16276	"""Rehab"" has become a critical and commercial success internationally, and has been referred to as Winehouse's ""signature song"". It won three Grammy Awards at the 50th ceremony, including Record of the Year, Song of the Year, and Best Female Pop Vocal Performance. It also won an Ivor Novello Award for Best Contemporary Song. Winehouse's public battle with drug and alcohol addiction, and subsequent death, have contributed to the song's continuing popularity and appearance in the media."	"""Rehab"" won Grammy Awards."	11208.0	Yes	SUPPORTS	Yes	Yes
16291	"In September 2004 the Local Marketing Agreement with Clear Channel expired, and Bob Wein opted not to renew it. As a result, most of the staff of the station, with the exception of their new morning DJ Robert Oefinger (known on-air simply as ""Bob-O""), remained under Clear Channel employ, and moved aspects of the Oldies format on WTSX to WNNJ 1360. This made Bob-O the only on-air personality at WTSX."	Is Bob-O a radio DJ?	3879.0	Yes	REFUTES	No	No
4869	"Kenneth Arnold Chesney (born March 26, 1968) is an American country music singer, songwriter, and record producer. He has recorded 20 albums, 14 of which have been certified Gold or higher by the RIAA. He has also produced more than 40 Top 10 singles on the US ""Billboard"" Hot Country Songs and Country Airplay charts, 29 of which have reached number one. Many of these have also charted within the Top 40 of the US ""Billboard"" Hot 100, making him one of the most successful crossover country artists. He has sold over 30 million albums worldwide."	Victoria was released in 1982.		No			
22190	In addition to his paintings, he designed postage stamps and posters and did illustrations. It was this work that provided most of his income. He was also an amateur inventor and holds the patent for an early version of the single-axis mower (forerunner of the present rotary mowers). It wasn't until the 1930s that his paintings began to earn money. In 1934, he made a trip to Egypt to do portraits, commissioned by the firm of .	Is Finding Dory a sequel to another film?		No			
12700	Condell appears to have ended his stage career around 1619. He signed each of the nine sheets of his last will and testament on 13 December 1627. He died at Fulham aged 51, and was buried at St Mary Aldermanbury on 29 December 1627. His widow, Elizabeth, was buried there on 3 October 1635.	Henry Condell was buried at St Mary Aldermanbury.	19898.0	Yes	SUPPORTS	Yes	Yes
16417	Rabies is a viral disease that causes inflammation of the brain in humans and other mammals. Early symptoms can include fever and tingling at the site of exposure. These symptoms are followed by one or more of the following symptoms: violent movements, uncontrolled excitement, fear of water, an inability to move parts of the body, confusion, and loss of consciousness. Once symptoms appear, the result is nearly always death. The time period between contracting the disease and the start of symptoms is usually one to three months, but can vary from less than one week to more than one year. The time depends on the distance the virus must travel along peripheral nerves to reach the central nervous system.	Rabies is a disease.	8736.0	Yes	SUPPORTS	Yes	Yes
7743	"Rebel in the Rye is a 2017 American biographical drama film directed and written by Danny Strong. It is based on the book ""J. D. Salinger: A Life"" by Kenneth Slawenski, about the life of writer J. D. Salinger during and after World War II. The film stars Nicholas Hoult, Zoey Deutch, Kevin Spacey, Sarah Paulson, Brian d'Arcy James, Victor Garber, Hope Davis, and Lucy Boynton."	Rebel in the Rye is a film.	4036.0	Yes	REFUTES	No	No
15355	"Fiji Hindi or Fijian Hindi (Fiji Hindi: फ़िजी हिंदी), also known locally as ""Hindustani"", is an Indo-Aryan language spoken by most Fijian citizens of Indian descent, though a small number speak other languages at home. It is an Eastern Hindi language, generally considered to be an older dialect of the Awadhi language spoken in central and east Uttar Pradesh that has been subject to considerable influence by Bhojpuri, Magahi and other Bihari languages. It has also borrowed some words from the English and Fijian languages. A large number of words, unique to Fiji Hindi, have been created to cater for the new environment that Indo-Fijians now live in. First-generation Indians in Fiji, who used the language as a lingua franca in Fiji, referred to it as ""Fiji Baat"", ""Fiji talk"". It is closely related to Caribbean Hindustani and the Hindustani language spoken in Mauritius and South Africa."	Is Probot a metal music album?		No			
24045	"Bassett began her film career in the 1980s, after earning a bachelor of arts degree from Yale University and a master of fine arts degree from the Yale School of Drama. In the 1990s, she appeared in films nearly every year. The 2000s saw a succession of films starring Bassett, with her appearing in at least one film every year. Bassett's success has continued into the 2010s. Bassett earned nominations for her roles in films such as ""The Score"" (2001), ""Akeelah and the Bee"" (2006), ""Meet the Browns"" (2008) and ""Jumping the Broom"" (2011) and won awards for her performances in ""How Stella Got Her Groove Back"" (1998) and ""Music of the Heart"" (1999), among others. Bassett's performance as Rosa Parks in the 2002 film ""The Rosa Parks Story"" was honored with her first Primetime Emmy Award nomination."	Angela Bassett has won an Emmy Award.	9515.0	Yes	REFUTES	Yes	Yes
7286	"CBS announced the cancellation of ""The Millers"" on November 14, 2014, four episodes into the show's second season. The series filmed their final episode on November 17, 2014. Eleven episodes were produced during season 2 before production shut down. The producers decided to finish the episode ""Hero"", which was underway at the time for the financial sake of the below the line crew members that had already worked on the episode for several days. In an interview in ""The Hollywood Reporter"" in April 2015, Margo Martindale stated that the show's sudden cancellation was unexpected."	"The series ""The Millers"" was cancelled."	20019.0	Yes	REFUTES	No	No
7049	In December 2017 IdeA was supposed to be a founding member of Us with Italy (NcI), a pro-Silvio Berlusconi centrist electoral list within the centre-right coalition for the 2018 general election, but finally stood out. NcI was launched by splinters from Popular Alternative (AP – two groups, a Christian-democratic one led by Maurizio Lupi and a liberal one led by Enrico Costa), Direction Italy (DC), Civic Choice (SC), Act! (F!), Popular Construction (CP) and the Movement for the Autonomies (MpA). However, in early January 2018, after that NcI had been joined also by the UdC, IdeA joined too, with the goal of reaching 3%, required to win seats from proportional lists under a new electoral law.	IdeA joined Us with Italy (NcI).	11402.0	Yes	SUPPORTS	Yes	Yes
23593	"""Raabta"" (English: Relation) is a romantic Hindi song from the 2012 Bollywood film, ""Agent Vinod"". Composed by Pritam Chakraborty, the song is sung by Arijit Singh, with lyrics penned by Amitabh Bhattacharya. The music video of the track features actors Saif Ali Khan and Kareena Kapoor Khan, and the remix video of the song stars Deepika Padukone, Sushant Singh Rajput, Kriti Sanon and Jim Sarbh from the film Raabta ."	Cyprus was annexed by the UK.		No			
10135	"From the beginning of Manson's notoriety, a pop culture arose around him in which he ultimately became an emblem of insanity, violence, and the macabre. After he was charged with the crimes of which he was later convicted, recordings of songs written and performed by Manson were released commercially, starting with """" (1970). Various musicians have covered some of his songs. Manson was originally sentenced to death, but his sentence was commuted to life with the possibility of parole after California invalidated the state's death penalty statute in 1972. He served his life sentence at California State Prison in Corcoran and died at age 83 in late 2017."	Manson was sentenced to life with the possibility of parole.	15554.0	Yes	REFUTES	No	No
5885	"Despite receiving mostly mixed reviews from critics, who frequently took umbrage with the effects of Moore's advanced age on his performance, it was a commercial success, with the Duran Duran theme song ""A View to a Kill"" performing well in the charts, becoming the only theme song to reach #1 on the ""Billboard"" Hot 100 and earning a Golden Globe nomination for Best Song."	A View to a Kill theme song reached #1 on the Billboard Hot 100.	12215.0	Yes	SUPPORTS	Yes	Yes
21629	On June 7, 2010, he was drafted in the 1st round, with the 8th pick overall, by the Houston Astros in the 2010 MLB Draft, signing on August 5, 2010. Then, on December 11, 2014, he was drafted by the Texas Rangers from the Houston Astros in the 2014 rule 5 draft.	He was drafted by the Houston Astros.	13488.0	Yes	SUPPORTS	Yes	Yes
8526	"Christopher Michael Benoit (; May 21, 1967 – June 24, 2007) was a Canadian professional wrestler. During his 22-year career, Benoit worked for numerous promotions including the World Wrestling Federation/World Wrestling Entertainment (WWF/WWE), World Championship Wrestling (WCW), Extreme Championship Wrestling (ECW), and New Japan Pro-Wrestling (NJPW). Industry journalist Dave Meltzer considered him ""one of the top 10, maybe even the top 5, all-time greats""."	The Indiana Pacers are a sports team.		No			
13180	"Eddard ""Ned"" Stark is a fictional character in the 1996 fantasy novel ""A Game of Thrones"" by George R. R. Martin, and ""Game of Thrones"", HBO's adaptation of Martin's ""A Song of Ice and Fire"" series. In the storyline, Ned is the lord of Winterfell, an ancient fortress in the North of the fictional continent of Westeros. Though the character is established as the main character in the novel and the first season of the TV adaptation, a plot twist involving Ned at the end of the novel and the end of the first season shocked both readers of the book and viewers of the TV series."	The Bermuda Triangle is a region.		No			
4609	"Miracle at St. Anna is a 2008 AmericanItalian epic war film adapted by James McBride from his 2003 novel of the same name. Directed by Spike Lee, it stars Derek Luke, Michael Ealy, Laz Alonso, Omar Benson Miller, Pierfrancesco Favino and Valentina Cervi. Set primarily in Italy during German-occupied Europe in World War II, the film tells the story of four Buffalo Soldiers of the 92nd Infantry Division who seek refuge in a small Tuscan village, where they form a bond with the residents. The story is presented as a flashback, as one survivor, Hector Negron (Alonso), reflects upon his experiences in a frame story set in 1980s New York. Several real-life events that occurred during the war, such as the Sant'Anna di Stazzema massacre, are re-enacted, placing ""Miracle at St. Anna"" within the genre of historical fiction."	McCain was a naval officer.		No			
23787	"Alice Cooper (born Vincent Damon Furnier; February 4, 1948) is an American singer, songwriter, and actor whose career spans over 50 years. With his distinctive raspy voice and a stage show that features guillotines, electric chairs, fake blood, deadly snakes, baby dolls, and dueling swords, Cooper is considered by music journalists and peers alike to be ""The Godfather of Shock Rock"". He has drawn equally from horror films, vaudeville, and garage rock to pioneer a macabre and theatrical brand of rock designed to shock people."	Alice Cooper is a person.	1787.0	Yes	REFUTES	No	No
15970	TakePart is a website operated by Participant Media, a motion picture studio that focuses on issues of social justice. TakePart was founded in 2008 to promote Participant Media's films as well as make viewers aware of the social advocacy efforts of Participant's outreach partners. The site was shut down for a time but has returned.	TakePart was founded in 2008.	14394.0	Yes	SUPPORTS	Yes	Yes
23730	"Andrew Moray (Norman French: ""Andreu de Moray""; ), also known as Andrew de Moray, Andrew of Moray, or Andrew Murray, an esquire, was prominent in the Scottish Wars of Independence. He led the rising in north Scotland in the summer of 1297 against the occupation by King Edward I of England, successfully regaining control of the area for King John Balliol. He subsequently merged his forces with those led by William Wallace and jointly led the combined army to victory at the Battle of Stirling Bridge. Moray was mortally wounded in the fighting, dying at an unknown date and place later that year."	Andrew Moray led a rising in north Scotland against King Edward I of England.	19923.0	Yes	REFUTES	No	No
13309	"In early 1999, Paramount Pictures was sued by the University of Toronto for trademark infringement, as Varsity Blues is the registered trademark and name of the University's intercollegiate athletic teams. The University alleged that the movie conveyed a poor depiction and negative stereotypes of collegiate sports, and asserted that the University did not wish to be associated with such a production. Bruce Kidd, Dean of the Faculty of Physical and Health Education, further noted that the movie demonstrated an abusive approach to sports in an educational setting. An out-of-court settlement was reached between the two parties, which involved Paramount providing the University with a significant but undisclosed sum; as a consequence, funding was made available for eight scholarships, intended for those University athletes in need of financial assistance. Additionally, a video disclaimer was inserted in every DVD, and a written disclaimer in every book, noting that the movie was not associated with the athletic programs of the University of Toronto. As Kidd remarked, ""We hope the disclaimer will make it clear the University has no formal association with the film."""	A settlement was reached between Paramount Pictures and the University of Toronto.	21035.0	Yes	SUPPORTS	Yes	Yes
